LATITUDE,LONGITUDE,nzip,DMA,DMA_NAME,czip
40.81518,-73.0455,501,501,NEW YORK,501
40.813296,-73.047623,544,501,NEW YORK,544
42.070743,-72.625036,1001,543,SPRINGFIELD-HOLYOKE,1001
42.37686,-72.46914,1002,543,SPRINGFIELD-HOLYOKE,1002
42.37686,-72.46914,1002,543,SPRINGFIELD-HOLYOKE,1002
42.403878,-72.52994,1003,543,SPRINGFIELD-HOLYOKE,1003
42.384405,-72.513652,1004,543,SPRINGFIELD-HOLYOKE,1004
42.433445,-72.114991,1005,506,BOSTON (MANCHESTER),1005
42.278884,-72.410245,1007,543,SPRINGFIELD-HOLYOKE,1007
42.143237,-72.930317,1008,532,ALBANY-SCHENECTADY-TROY,1008
42.143237,-72.930317,1008,543,SPRINGFIELD-HOLYOKE,1008
42.208811,-72.344817,1009,543,SPRINGFIELD-HOLYOKE,1009
42.11514,-72.20142,1010,543,SPRINGFIELD-HOLYOKE,1010
42.285109,-72.968333,1011,532,ALBANY-SCHENECTADY-TROY,1011
42.285109,-72.968333,1011,543,SPRINGFIELD-HOLYOKE,1011
42.285109,-72.968333,1011,543,SPRINGFIELD-HOLYOKE,1011
42.385904,-72.835131,1012,543,SPRINGFIELD-HOLYOKE,1012
42.163124,-72.605092,1013,543,SPRINGFIELD-HOLYOKE,1013
42.1759,-72.5731,1014,543,SPRINGFIELD-HOLYOKE,1014
42.175022,-72.572071,1020,543,SPRINGFIELD-HOLYOKE,1020
42.1759,-72.5731,1021,543,SPRINGFIELD-HOLYOKE,1021
42.19266,-72.55854,1022,543,SPRINGFIELD-HOLYOKE,1022
42.42786,-72.9003,1026,532,ALBANY-SCHENECTADY-TROY,1026
42.42786,-72.9003,1026,543,SPRINGFIELD-HOLYOKE,1026
42.29142,-72.71772,1027,543,SPRINGFIELD-HOLYOKE,1027
42.068216,-72.506148,1028,543,SPRINGFIELD-HOLYOKE,1028
42.158401,-73.042901,1029,532,ALBANY-SCHENECTADY-TROY,1029
42.071938,-72.673238,1030,543,SPRINGFIELD-HOLYOKE,1030
42.33426,-72.17604,1031,506,BOSTON (MANCHESTER),1031
42.4668,-72.83076,1032,543,SPRINGFIELD-HOLYOKE,1032
42.258959,-72.517751,1033,543,SPRINGFIELD-HOLYOKE,1033
42.08196,-72.95058,1034,543,SPRINGFIELD-HOLYOKE,1034
42.35989,-72.574175,1035,543,SPRINGFIELD-HOLYOKE,1035
42.063755,-72.431288,1036,543,SPRINGFIELD-HOLYOKE,1036
42.34998,-72.19998,1037,506,BOSTON (MANCHESTER),1037
42.38712,-72.61224,1038,543,SPRINGFIELD-HOLYOKE,1038
42.379521,-72.695022,1039,543,SPRINGFIELD-HOLYOKE,1039
42.379521,-72.695022,1039,543,SPRINGFIELD-HOLYOKE,1039
42.202683,-72.631112,1040,543,SPRINGFIELD-HOLYOKE,1040
42.20778,-72.61008,1041,543,SPRINGFIELD-HOLYOKE,1041
42.2757,-72.86328,1050,543,SPRINGFIELD-HOLYOKE,1050
42.2757,-72.86328,1050,543,SPRINGFIELD-HOLYOKE,1050
42.353058,-72.702327,1053,543,SPRINGFIELD-HOLYOKE,1053
42.47262,-72.48978,1054,543,SPRINGFIELD-HOLYOKE,1054
42.172924,-72.470571,1056,543,SPRINGFIELD-HOLYOKE,1056
42.097452,-72.323987,1057,543,SPRINGFIELD-HOLYOKE,1057
42.412864,-72.529562,1059,543,SPRINGFIELD-HOLYOKE,1059
42.33072,-72.67506,1060,543,SPRINGFIELD-HOLYOKE,1060
42.322725,-72.689925,1061,543,SPRINGFIELD-HOLYOKE,1061
42.32888,-72.69423,1062,543,SPRINGFIELD-HOLYOKE,1062
42.3178,-72.642525,1063,543,SPRINGFIELD-HOLYOKE,1063
42.40867,-72.625713,1066,543,SPRINGFIELD-HOLYOKE,1066
42.34393,-72.047392,1068,506,BOSTON (MANCHESTER),1068
42.167373,-72.317874,1069,543,SPRINGFIELD-HOLYOKE,1069
42.167373,-72.317874,1069,543,SPRINGFIELD-HOLYOKE,1069
42.53762,-72.933001,1070,543,SPRINGFIELD-HOLYOKE,1070
42.53762,-72.933001,1070,543,SPRINGFIELD-HOLYOKE,1070
42.169677,-72.863658,1071,543,SPRINGFIELD-HOLYOKE,1071
42.468887,-72.430332,1072,543,SPRINGFIELD-HOLYOKE,1072
42.224913,-72.724784,1073,543,SPRINGFIELD-HOLYOKE,1073
42.38537,-72.098398,1074,506,BOSTON (MANCHESTER),1074
42.25332,-72.5799,1075,543,SPRINGFIELD-HOLYOKE,1075
42.052067,-72.77003,1077,543,SPRINGFIELD-HOLYOKE,1077
42.189434,-72.329044,1079,543,SPRINGFIELD-HOLYOKE,1079
42.17956,-72.372466,1080,543,SPRINGFIELD-HOLYOKE,1080
42.059231,-72.228511,1081,543,SPRINGFIELD-HOLYOKE,1081
42.262888,-72.263621,1082,506,BOSTON (MANCHESTER),1082
42.262888,-72.263621,1082,543,SPRINGFIELD-HOLYOKE,1082
42.210107,-72.195675,1083,506,BOSTON (MANCHESTER),1083
42.407842,-72.886859,1084,543,SPRINGFIELD-HOLYOKE,1084
42.15636,-72.77874,1085,543,SPRINGFIELD-HOLYOKE,1085
42.1389,-72.756049,1086,543,SPRINGFIELD-HOLYOKE,1086
42.385946,-72.639531,1088,543,SPRINGFIELD-HOLYOKE,1088
42.116046,-72.639933,1089,543,SPRINGFIELD-HOLYOKE,1089
42.123217,-72.653054,1090,543,SPRINGFIELD-HOLYOKE,1090
42.2125,-72.191667,1092,506,BOSTON (MANCHESTER),1092
42.434457,-72.646746,1093,543,SPRINGFIELD-HOLYOKE,1093
42.351944,-72.140278,1094,506,BOSTON (MANCHESTER),1094
42.124106,-72.442683,1095,543,SPRINGFIELD-HOLYOKE,1095
42.397194,-72.745223,1096,543,SPRINGFIELD-HOLYOKE,1096
42.397194,-72.745223,1096,543,SPRINGFIELD-HOLYOKE,1096
42.163476,-72.837624,1097,543,SPRINGFIELD-HOLYOKE,1097
42.306355,-72.876186,1098,543,SPRINGFIELD-HOLYOKE,1098
42.09915,-72.5881,1101,543,SPRINGFIELD-HOLYOKE,1101
42.115033,-72.539045,1102,543,SPRINGFIELD-HOLYOKE,1102
42.102801,-72.590265,1103,543,SPRINGFIELD-HOLYOKE,1103
42.129896,-72.57462,1104,543,SPRINGFIELD-HOLYOKE,1104
42.099057,-72.578735,1105,543,SPRINGFIELD-HOLYOKE,1105
42.050213,-72.567587,1106,543,SPRINGFIELD-HOLYOKE,1106
42.120836,-72.605617,1107,543,SPRINGFIELD-HOLYOKE,1107
42.083255,-72.555813,1108,543,SPRINGFIELD-HOLYOKE,1108
42.117308,-72.549087,1109,543,SPRINGFIELD-HOLYOKE,1109
42.11733,-72.54793,1111,543,SPRINGFIELD-HOLYOKE,1111
42.10291,-72.59175,1115,543,SPRINGFIELD-HOLYOKE,1115
42.064444,-72.513056,1116,543,SPRINGFIELD-HOLYOKE,1116
42.093781,-72.527635,1118,543,SPRINGFIELD-HOLYOKE,1118
42.126547,-72.507913,1119,543,SPRINGFIELD-HOLYOKE,1119
42.094433,-72.496463,1128,543,SPRINGFIELD-HOLYOKE,1128
42.121126,-72.488437,1129,543,SPRINGFIELD-HOLYOKE,1129
42.08702,-72.56301,1138,543,SPRINGFIELD-HOLYOKE,1138
42.11672,-72.54656,1139,543,SPRINGFIELD-HOLYOKE,1139
42.1018,-72.59175,1144,543,SPRINGFIELD-HOLYOKE,1144
42.15078,-72.51258,1151,543,SPRINGFIELD-HOLYOKE,1151
42.152685,-72.50999,1152,543,SPRINGFIELD-HOLYOKE,1152
42.11984,-72.60554,1199,543,SPRINGFIELD-HOLYOKE,1199
42.454566,-73.250133,1201,532,ALBANY-SCHENECTADY-TROY,1201
42.45845,-73.32425,1202,532,ALBANY-SCHENECTADY-TROY,1202
42.4518,-73.260899,1203,532,ALBANY-SCHENECTADY-TROY,1203
42.61992,-73.120549,1220,532,ALBANY-SCHENECTADY-TROY,1220
42.057566,-73.316375,1222,532,ALBANY-SCHENECTADY-TROY,1222
42.383574,-73.143718,1223,532,ALBANY-SCHENECTADY-TROY,1223
42.48925,-73.19335,1224,532,ALBANY-SCHENECTADY-TROY,1224
42.55856,-73.158213,1225,532,ALBANY-SCHENECTADY-TROY,1225
42.47043,-73.162022,1226,532,ALBANY-SCHENECTADY-TROY,1226
42.47298,-73.16502,1227,532,ALBANY-SCHENECTADY-TROY,1227
42.28747,-73.34367,1229,532,ALBANY-SCHENECTADY-TROY,1229
42.18366,-73.36398,1230,532,ALBANY-SCHENECTADY-TROY,1230
42.43086,-73.06938,1235,532,ALBANY-SCHENECTADY-TROY,1235
42.43086,-73.06938,1235,543,SPRINGFIELD-HOLYOKE,1235
42.27474,-73.3704,1236,532,ALBANY-SCHENECTADY-TROY,1236
42.53934,-73.2462,1237,532,ALBANY-SCHENECTADY-TROY,1237
42.30132,-73.23198,1238,532,ALBANY-SCHENECTADY-TROY,1238
42.362854,-73.272935,1240,532,ALBANY-SCHENECTADY-TROY,1240
42.33194,-73.247887,1242,532,ALBANY-SCHENECTADY-TROY,1242
42.346734,-73.008107,1243,543,SPRINGFIELD-HOLYOKE,1243
42.113889,-73.268056,1244,532,ALBANY-SCHENECTADY-TROY,1244
42.2088,-73.19724,1245,532,ALBANY-SCHENECTADY-TROY,1245
42.68712,-73.07436,1247,532,ALBANY-SCHENECTADY-TROY,1247
42.19747,-73.43645,1252,532,ALBANY-SCHENECTADY-TROY,1252
42.1923,-73.06848,1253,532,ALBANY-SCHENECTADY-TROY,1253
42.40068,-73.349076,1254,532,ALBANY-SCHENECTADY-TROY,1254
42.11784,-73.13412,1255,532,ALBANY-SCHENECTADY-TROY,1255
42.576658,-73.032076,1256,532,ALBANY-SCHENECTADY-TROY,1256
42.576658,-73.032076,1256,543,SPRINGFIELD-HOLYOKE,1256
42.0783,-73.394559,1257,532,ALBANY-SCHENECTADY-TROY,1257
42.10758,-73.46508,1258,532,ALBANY-SCHENECTADY-TROY,1258
42.067406,-73.289579,1259,532,ALBANY-SCHENECTADY-TROY,1259
42.280264,-73.278548,1260,532,ALBANY-SCHENECTADY-TROY,1260
42.305934,-73.316162,1262,532,ALBANY-SCHENECTADY-TROY,1262
42.2875,-73.320833,1263,532,ALBANY-SCHENECTADY-TROY,1263
42.24582,-73.20408,1264,532,ALBANY-SCHENECTADY-TROY,1264
42.336293,-73.381281,1266,532,ALBANY-SCHENECTADY-TROY,1266
42.70108,-73.21042,1267,532,ALBANY-SCHENECTADY-TROY,1267
42.332902,-73.253733,1270,532,ALBANY-SCHENECTADY-TROY,1270
42.5961,-72.59814,1301,543,SPRINGFIELD-HOLYOKE,1301
42.65319,-72.60807,1302,543,SPRINGFIELD-HOLYOKE,1302
42.5214,-72.81312,1330,543,SPRINGFIELD-HOLYOKE,1330
42.587233,-72.225981,1331,506,BOSTON (MANCHESTER),1331
42.587233,-72.225981,1331,543,SPRINGFIELD-HOLYOKE,1331
42.68988,-72.58374,1337,543,SPRINGFIELD-HOLYOKE,1337
42.597652,-72.742247,1338,543,SPRINGFIELD-HOLYOKE,1338
42.64542,-72.88026,1339,543,SPRINGFIELD-HOLYOKE,1339
42.709547,-72.717069,1340,543,SPRINGFIELD-HOLYOKE,1340
42.513889,-72.688869,1341,543,SPRINGFIELD-HOLYOKE,1341
42.552072,-72.587373,1342,543,SPRINGFIELD-HOLYOKE,1342
42.642583,-72.986688,1343,532,ALBANY-SCHENECTADY-TROY,1343
42.606799,-72.409955,1344,543,SPRINGFIELD-HOLYOKE,1344
42.67272,-72.83442,1346,543,SPRINGFIELD-HOLYOKE,1346
42.558579,-72.517379,1347,543,SPRINGFIELD-HOLYOKE,1347
42.57702,-72.48312,1349,543,SPRINGFIELD-HOLYOKE,1349
42.716667,-72.983333,1350,543,SPRINGFIELD-HOLYOKE,1350
42.539486,-72.529626,1351,543,SPRINGFIELD-HOLYOKE,1351
42.71118,-72.44862,1354,543,SPRINGFIELD-HOLYOKE,1354
42.48708,-72.34422,1355,543,SPRINGFIELD-HOLYOKE,1355
42.698958,-72.449682,1360,543,SPRINGFIELD-HOLYOKE,1360
42.58908,-72.31944,1364,543,SPRINGFIELD-HOLYOKE,1364
42.474726,-72.202449,1366,506,BOSTON (MANCHESTER),1366
42.689138,-72.934323,1367,532,ALBANY-SCHENECTADY-TROY,1367
42.689138,-72.934323,1367,543,SPRINGFIELD-HOLYOKE,1367
42.683747,-72.196865,1368,506,BOSTON (MANCHESTER),1368
42.58338,-72.77154,1370,543,SPRINGFIELD-HOLYOKE,1370
42.48624,-72.6102,1373,543,SPRINGFIELD-HOLYOKE,1373
42.459959,-72.564241,1375,543,SPRINGFIELD-HOLYOKE,1375
42.62724,-72.52908,1376,543,SPRINGFIELD-HOLYOKE,1376
42.67575,-72.346054,1378,543,SPRINGFIELD-HOLYOKE,1378
42.559253,-72.387304,1379,543,SPRINGFIELD-HOLYOKE,1379
42.570843,-72.405633,1380,543,SPRINGFIELD-HOLYOKE,1380
42.57825,-71.800833,1420,506,BOSTON (MANCHESTER),1420
42.654887,-71.925183,1430,506,BOSTON (MANCHESTER),1430
42.678003,-71.811285,1431,506,BOSTON (MANCHESTER),1431
42.678003,-71.811285,1431,506,BOSTON (MANCHESTER),1431
42.5616,-71.5622,1432,506,BOSTON (MANCHESTER),1432
42.5434,-71.6158,1434,506,BOSTON (MANCHESTER),1434
42.5434,-71.6158,1434,506,BOSTON (MANCHESTER),1434
42.59454,-72.08628,1436,506,BOSTON (MANCHESTER),1436
42.562731,-72.040859,1438,506,BOSTON (MANCHESTER),1438
42.574121,-71.993524,1440,506,BOSTON (MANCHESTER),1440
42.57372,-71.9961,1441,506,BOSTON (MANCHESTER),1441
42.609453,-71.556085,1450,506,BOSTON (MANCHESTER),1450
42.500894,-71.575779,1451,506,BOSTON (MANCHESTER),1451
42.48574,-72.006575,1452,506,BOSTON (MANCHESTER),1452
42.527481,-71.756093,1453,506,BOSTON (MANCHESTER),1453
42.539954,-71.484158,1460,506,BOSTON (MANCHESTER),1460
42.588601,-71.730467,1462,506,BOSTON (MANCHESTER),1462
42.588601,-71.730467,1462,506,BOSTON (MANCHESTER),1462
42.6675,-71.59944,1463,506,BOSTON (MANCHESTER),1463
42.57786,-71.64384,1464,506,BOSTON (MANCHESTER),1464
42.57786,-71.64384,1464,506,BOSTON (MANCHESTER),1464
42.482496,-71.617868,1467,506,BOSTON (MANCHESTER),1467
42.551768,-72.066565,1468,506,BOSTON (MANCHESTER),1468
42.656427,-71.693109,1469,506,BOSTON (MANCHESTER),1469
42.60641,-71.571504,1470,506,BOSTON (MANCHESTER),1470
42.60792,-71.57148,1471,506,BOSTON (MANCHESTER),1471
42.60877,-71.628531,1472,506,BOSTON (MANCHESTER),1472
42.543016,-71.906768,1473,506,BOSTON (MANCHESTER),1473
42.67116,-71.71308,1474,506,BOSTON (MANCHESTER),1474
42.675823,-72.045635,1475,506,BOSTON (MANCHESTER),1475
42.697808,-72.017974,1477,506,BOSTON (MANCHESTER),1477
42.206121,-71.837194,1501,506,BOSTON (MANCHESTER),1501
42.37395,-71.635178,1503,506,BOSTON (MANCHESTER),1503
42.027538,-71.529321,1504,506,BOSTON (MANCHESTER),1504
42.332237,-71.734108,1505,506,BOSTON (MANCHESTER),1505
42.203617,-72.101257,1506,506,BOSTON (MANCHESTER),1506
42.148249,-71.941664,1507,506,BOSTON (MANCHESTER),1507
42.153167,-71.990577,1508,506,BOSTON (MANCHESTER),1508
42.17336,-71.97858,1509,506,BOSTON (MANCHESTER),1509
42.417349,-71.683987,1510,506,BOSTON (MANCHESTER),1510
42.21891,-72.052172,1515,506,BOSTON (MANCHESTER),1515
42.05772,-71.75502,1516,506,BOSTON (MANCHESTER),1516
42.472778,-71.839444,1517,506,BOSTON (MANCHESTER),1517
42.120941,-72.109335,1518,506,BOSTON (MANCHESTER),1518
42.201227,-71.686711,1519,506,BOSTON (MANCHESTER),1519
42.344007,-71.84869,1520,506,BOSTON (MANCHESTER),1520
42.040707,-72.150615,1521,543,SPRINGFIELD-HOLYOKE,1521
42.374088,-71.868731,1522,506,BOSTON (MANCHESTER),1522
42.4787,-71.6841,1523,506,BOSTON (MANCHESTER),1523
42.235611,-71.918124,1524,506,BOSTON (MANCHESTER),1524
42.099936,-71.641244,1525,506,BOSTON (MANCHESTER),1525
42.09223,-71.748445,1526,506,BOSTON (MANCHESTER),1526
42.197928,-71.769614,1527,506,BOSTON (MANCHESTER),1527
42.026967,-71.582083,1529,506,BOSTON (MANCHESTER),1529
42.323339,-72.139943,1531,506,BOSTON (MANCHESTER),1531
42.314991,-71.649251,1532,506,BOSTON (MANCHESTER),1532
42.146832,-71.653323,1534,506,BOSTON (MANCHESTER),1534
42.268327,-72.078028,1535,506,BOSTON (MANCHESTER),1535
42.230194,-71.702664,1536,506,BOSTON (MANCHESTER),1536
42.165915,-71.891595,1537,506,BOSTON (MANCHESTER),1537
42.091063,-71.640971,1538,506,BOSTON (MANCHESTER),1538
42.114426,-71.868844,1540,506,BOSTON (MANCHESTER),1540
42.451305,-71.883112,1541,506,BOSTON (MANCHESTER),1541
42.197177,-71.905915,1542,506,BOSTON (MANCHESTER),1542
42.374333,-71.952151,1543,506,BOSTON (MANCHESTER),1543
42.285246,-71.722297,1545,506,BOSTON (MANCHESTER),1545
42.29219,-71.74686,1546,506,BOSTON (MANCHESTER),1546
42.076218,-72.03323,1550,506,BOSTON (MANCHESTER),1550
42.175746,-71.693231,1560,506,BOSTON (MANCHESTER),1560
42.442451,-71.688945,1561,506,BOSTON (MANCHESTER),1561
42.24646,-71.992144,1562,506,BOSTON (MANCHESTER),1562
42.44166,-71.77458,1564,506,BOSTON (MANCHESTER),1564
42.109678,-72.077182,1566,506,BOSTON (MANCHESTER),1566
42.17688,-71.59842,1568,506,BOSTON (MANCHESTER),1568
42.07745,-71.632148,1569,506,BOSTON (MANCHESTER),1569
42.051508,-71.882903,1570,506,BOSTON (MANCHESTER),1570
42.058046,-71.911725,1571,506,BOSTON (MANCHESTER),1571
42.28302,-71.60148,1580,506,BOSTON (MANCHESTER),1580
42.266269,-71.618083,1581,506,BOSTON (MANCHESTER),1581
42.172422,-71.61833,1582,506,BOSTON (MANCHESTER),1582
42.358837,-71.787101,1583,506,BOSTON (MANCHESTER),1583
42.23794,-72.147135,1585,506,BOSTON (MANCHESTER),1585
42.124629,-71.644938,1586,506,BOSTON (MANCHESTER),1586
42.1198,-71.671993,1588,506,BOSTON (MANCHESTER),1588
42.13326,-71.75004,1590,506,BOSTON (MANCHESTER),1590
42.2696,-71.8089,1601,506,BOSTON (MANCHESTER),1601
42.27168,-71.844547,1602,506,BOSTON (MANCHESTER),1602
42.24299,-71.83797,1603,506,BOSTON (MANCHESTER),1603
42.253572,-71.772868,1604,506,BOSTON (MANCHESTER),1604
42.287174,-71.795763,1605,506,BOSTON (MANCHESTER),1605
42.311775,-71.798708,1606,506,BOSTON (MANCHESTER),1606
42.229573,-71.794091,1607,506,BOSTON (MANCHESTER),1607
42.261384,-71.801805,1608,506,BOSTON (MANCHESTER),1608
42.275816,-71.820142,1609,506,BOSTON (MANCHESTER),1609
42.248312,-71.810756,1610,506,BOSTON (MANCHESTER),1610
42.24171,-71.871019,1611,506,BOSTON (MANCHESTER),1611
42.3024,-71.90262,1612,506,BOSTON (MANCHESTER),1612
42.26485,-71.79625,1613,506,BOSTON (MANCHESTER),1613
42.2625,-71.80272,1614,506,BOSTON (MANCHESTER),1614
42.2696,-71.8089,1615,506,BOSTON (MANCHESTER),1615
42.29214,-71.78115,1653,506,BOSTON (MANCHESTER),1653
42.2696,-71.8089,1654,506,BOSTON (MANCHESTER),1654
42.27789,-71.75984,1655,506,BOSTON (MANCHESTER),1655
42.31599,-71.43284,1701,506,BOSTON (MANCHESTER),1701
42.27098,-71.42177,1702,506,BOSTON (MANCHESTER),1702
42.31995,-71.44022,1703,506,BOSTON (MANCHESTER),1703
42.31981,-71.44059,1704,506,BOSTON (MANCHESTER),1704
42.32009,-71.44003,1705,506,BOSTON (MANCHESTER),1705
42.516977,-71.41115,1718,506,BOSTON (MANCHESTER),1718
42.48774,-71.51844,1719,506,BOSTON (MANCHESTER),1719
42.4836,-71.44248,1720,506,BOSTON (MANCHESTER),1720
42.254473,-71.460439,1721,506,BOSTON (MANCHESTER),1721
42.491671,-71.275992,1730,506,BOSTON (MANCHESTER),1730
42.45291,-71.280212,1731,506,BOSTON (MANCHESTER),1731
42.436396,-71.607681,1740,506,BOSTON (MANCHESTER),1740
42.436396,-71.607681,1740,506,BOSTON (MANCHESTER),1740
42.528798,-71.34907,1741,506,BOSTON (MANCHESTER),1741
42.456709,-71.372695,1742,506,BOSTON (MANCHESTER),1742
42.29231,-71.504095,1745,506,BOSTON (MANCHESTER),1745
42.199627,-71.435015,1746,506,BOSTON (MANCHESTER),1746
42.126423,-71.536252,1747,506,BOSTON (MANCHESTER),1747
42.219595,-71.531549,1748,506,BOSTON (MANCHESTER),1748
42.390804,-71.558139,1749,506,BOSTON (MANCHESTER),1749
42.34674,-71.55024,1752,506,BOSTON (MANCHESTER),1752
42.431916,-71.454263,1754,506,BOSTON (MANCHESTER),1754
42.095638,-71.547515,1756,506,BOSTON (MANCHESTER),1756
42.149233,-71.524234,1757,506,BOSTON (MANCHESTER),1757
42.28578,-71.35506,1760,506,BOSTON (MANCHESTER),1760
42.28578,-71.35506,1760,506,BOSTON (MANCHESTER),1760
42.232639,-71.380014,1770,506,BOSTON (MANCHESTER),1770
42.293624,-71.531229,1772,506,BOSTON (MANCHESTER),1772
42.293624,-71.531229,1772,506,BOSTON (MANCHESTER),1772
42.424842,-71.312427,1773,506,BOSTON (MANCHESTER),1773
42.426941,-71.512407,1775,506,BOSTON (MANCHESTER),1775
42.383197,-71.428836,1776,506,BOSTON (MANCHESTER),1776
42.3612,-71.36388,1778,506,BOSTON (MANCHESTER),1778
42.232417,-71.558069,1784,506,BOSTON (MANCHESTER),1784
42.484901,-71.1568,1801,506,BOSTON (MANCHESTER),1801
42.50848,-71.201131,1803,506,BOSTON (MANCHESTER),1803
42.50598,-71.196288,1805,506,BOSTON (MANCHESTER),1805
42.4793,-71.1526,1807,506,BOSTON (MANCHESTER),1807
42.648374,-71.161457,1810,506,BOSTON (MANCHESTER),1810
42.648374,-71.161457,1810,506,BOSTON (MANCHESTER),1810
42.6585,-71.1377,1812,506,BOSTON (MANCHESTER),1812
42.4793,-71.1526,1813,506,BOSTON (MANCHESTER),1813
42.4793,-71.1526,1815,506,BOSTON (MANCHESTER),1815
42.548863,-71.248948,1821,506,BOSTON (MANCHESTER),1821
42.541448,-71.262848,1822,506,BOSTON (MANCHESTER),1822
42.62328,-71.36472,1824,506,BOSTON (MANCHESTER),1824
42.678027,-71.314842,1826,506,BOSTON (MANCHESTER),1826
42.671589,-71.495802,1827,506,BOSTON (MANCHESTER),1827
42.780105,-71.083374,1830,506,BOSTON (MANCHESTER),1830
42.7843,-71.086212,1831,506,BOSTON (MANCHESTER),1831
42.779871,-71.11741,1832,506,BOSTON (MANCHESTER),1832
42.72468,-70.9758,1833,506,BOSTON (MANCHESTER),1833
42.754115,-71.028795,1834,506,BOSTON (MANCHESTER),1834
42.75282,-71.08518,1835,506,BOSTON (MANCHESTER),1835
42.708211,-71.163195,1840,506,BOSTON (MANCHESTER),1840
42.71091,-71.166052,1841,506,BOSTON (MANCHESTER),1841
42.706463,-71.16095,1842,506,BOSTON (MANCHESTER),1842
42.689646,-71.162607,1843,506,BOSTON (MANCHESTER),1843
42.728156,-71.180182,1844,506,BOSTON (MANCHESTER),1844
42.685071,-71.1071,1845,506,BOSTON (MANCHESTER),1845
42.655502,-71.30497,1850,506,BOSTON (MANCHESTER),1850
42.63037,-71.332537,1851,506,BOSTON (MANCHESTER),1851
42.633812,-71.297748,1852,506,BOSTON (MANCHESTER),1852
42.655739,-71.303619,1853,506,BOSTON (MANCHESTER),1853
42.64846,-71.336,1854,506,BOSTON (MANCHESTER),1854
42.833316,-71.005171,1860,506,BOSTON (MANCHESTER),1860
42.56736,-71.29122,1862,506,BOSTON (MANCHESTER),1862
42.632206,-71.387614,1863,506,BOSTON (MANCHESTER),1863
42.581738,-71.095539,1864,506,BOSTON (MANCHESTER),1864
42.532814,-71.268018,1865,506,BOSTON (MANCHESTER),1865
42.525048,-71.228045,1866,506,BOSTON (MANCHESTER),1866
42.527208,-71.109432,1867,506,BOSTON (MANCHESTER),1867
42.600792,-71.222621,1876,506,BOSTON (MANCHESTER),1876
42.672067,-71.414474,1879,506,BOSTON (MANCHESTER),1879
42.501445,-71.069036,1880,506,BOSTON (MANCHESTER),1880
42.708796,-71.057122,1885,506,BOSTON (MANCHESTER),1885
42.589712,-71.436815,1886,506,BOSTON (MANCHESTER),1886
42.557799,-71.172769,1887,506,BOSTON (MANCHESTER),1887
42.486793,-71.154783,1888,506,BOSTON (MANCHESTER),1888
42.57161,-71.10972,1889,506,BOSTON (MANCHESTER),1889
42.452507,-71.147506,1890,506,BOSTON (MANCHESTER),1890
42.6586,-71.1375,1899,506,BOSTON (MANCHESTER),1899
42.463564,-70.945163,1901,506,BOSTON (MANCHESTER),1901
42.470596,-70.943606,1902,506,BOSTON (MANCHESTER),1902
42.463046,-70.947475,1903,506,BOSTON (MANCHESTER),1903
42.488808,-70.963724,1904,506,BOSTON (MANCHESTER),1904
42.465324,-70.974043,1905,506,BOSTON (MANCHESTER),1905
42.463548,-71.011881,1906,506,BOSTON (MANCHESTER),1906
42.473895,-70.90815,1907,506,BOSTON (MANCHESTER),1907
42.426294,-70.92574,1908,506,BOSTON (MANCHESTER),1908
42.474167,-70.962548,1910,506,BOSTON (MANCHESTER),1910
42.854047,-70.937603,1913,506,BOSTON (MANCHESTER),1913
42.56646,-70.85328,1915,506,BOSTON (MANCHESTER),1915
42.67614,-71.004217,1921,506,BOSTON (MANCHESTER),1921
42.758754,-70.93325,1922,506,BOSTON (MANCHESTER),1922
42.569397,-70.945475,1923,506,BOSTON (MANCHESTER),1923
42.629538,-70.779954,1929,506,BOSTON (MANCHESTER),1929
42.6285,-70.68624,1930,506,BOSTON (MANCHESTER),1930
42.631798,-70.683429,1931,506,BOSTON (MANCHESTER),1931
42.63744,-70.855763,1936,506,BOSTON (MANCHESTER),1936
42.5893,-70.976768,1937,506,BOSTON (MANCHESTER),1937
42.681623,-70.846622,1938,506,BOSTON (MANCHESTER),1938
42.53418,-71.03016,1940,506,BOSTON (MANCHESTER),1940
42.578206,-70.768864,1944,506,BOSTON (MANCHESTER),1944
42.498177,-70.864676,1945,506,BOSTON (MANCHESTER),1945
42.594128,-71.013284,1949,506,BOSTON (MANCHESTER),1949
42.8148,-70.8744,1950,506,BOSTON (MANCHESTER),1950
42.789959,-70.844019,1951,506,BOSTON (MANCHESTER),1951
42.84348,-70.82058,1952,506,BOSTON (MANCHESTER),1952
42.53286,-70.97334,1960,506,BOSTON (MANCHESTER),1960
42.532936,-70.970279,1961,506,BOSTON (MANCHESTER),1961
42.558488,-70.832277,1965,506,BOSTON (MANCHESTER),1965
42.658988,-70.617729,1966,506,BOSTON (MANCHESTER),1966
42.718697,-70.896731,1969,506,BOSTON (MANCHESTER),1969
42.516044,-70.903187,1970,506,BOSTON (MANCHESTER),1970
42.526468,-70.869521,1971,506,BOSTON (MANCHESTER),1971
42.619619,-70.863622,1982,506,BOSTON (MANCHESTER),1982
42.640202,-70.947281,1983,506,BOSTON (MANCHESTER),1983
42.603641,-70.889279,1984,506,BOSTON (MANCHESTER),1984
42.791701,-70.974709,1985,506,BOSTON (MANCHESTER),1985
42.17559,-70.88968,2018,506,BOSTON (MANCHESTER),2018
42.068411,-71.476494,2019,506,BOSTON (MANCHESTER),2019
