rank,dma,zip,city,dmaname
1,501,6468,monroe,New York
1,501,6470,newtown,New York
1,501,6482,sandy hook,New York
1,501,6484,shelton,New York
1,501,6604,bridgeport,New York
1,501,6605,bridgeport,New York
1,501,6606,bridgeport,New York
1,501,6607,bridgeport,New York
1,501,6608,bridgeport,New York
1,501,6610,bridgeport,New York
1,501,6611,trumbull,New York
1,501,6612,easton,New York
1,501,6614,stratford,New York
1,501,6615,stratford,New York
1,501,6673,bridgeport,New York
1,501,6699,bridgeport,New York
1,501,6784,sherman,New York
1,501,6801,bethel,New York
1,501,6804,brookfield,New York
1,501,6807,cos cob,New York
1,501,6810,danbury,New York
1,501,6811,danbury,New York
1,501,6812,new fairfield,New York
1,501,6813,danbury,New York
1,501,6816,danbury,New York
1,501,6820,darien,New York
1,501,6824,fairfield,New York
1,501,6825,fairfield,New York
1,501,6828,fairfield,New York
1,501,6830,greenwich,New York
1,501,6831,greenwich,New York
1,501,6836,greenwich,New York
1,501,6838,greens farms,New York
1,501,6840,new canaan,New York
1,501,6850,norwalk,New York
1,501,6851,norwalk,New York
1,501,6852,norwalk,New York
1,501,6853,norwalk,New York
1,501,6854,norwalk,New York
1,501,6855,norwalk,New York
1,501,6856,norwalk,New York
1,501,6858,norwalk,New York
1,501,6860,norwalk,New York
1,501,6870,old greenwich,New York
1,501,6875,redding center,New York
1,501,6877,ridgefield,New York
1,501,6878,riverside,New York
1,501,6879,ridgefield,New York
1,501,6880,westport,New York
1,501,6881,westport,New York
1,501,6883,weston,New York
1,501,6889,westport,New York
1,501,6890,southport,New York
1,501,6896,redding,New York
1,501,6897,wilton,New York
1,501,6901,stamford,New York
1,501,6902,stamford,New York
1,501,6903,stamford,New York
1,501,6904,stamford,New York
1,501,6905,stamford,New York
1,501,6906,stamford,New York
1,501,6907,stamford,New York
1,501,6922,stamford,New York
1,501,6926,stamford,New York
1,501,6927,stamford,New York
1,501,7001,avenel,New York
1,501,7002,bayonne,New York
1,501,7003,bloomfield,New York
1,501,7004,fairfield,New York
1,501,7005,boonton,New York
1,501,7006,caldwell,New York
1,501,7007,caldwell,New York
1,501,7008,carteret,New York
1,501,7009,cedar grove,New York
1,501,7010,cliffside park,New York
1,501,7011,clifton,New York
1,501,7012,clifton,New York
1,501,7013,clifton,New York
1,501,7014,clifton,New York
1,501,7015,clifton,New York
1,501,7016,cranford,New York
1,501,7017,east orange,New York
1,501,7018,east orange,New York
1,501,7019,east orange,New York
1,501,7020,edgewater,New York
1,501,7021,essex fells,New York
1,501,7022,fairview,New York
1,501,7023,fanwood,New York
1,501,7024,ft lee,New York
1,501,7026,garfield,New York
1,501,7027,garwood,New York
1,501,7028,glen ridge,New York
1,501,7029,harrison,New York
1,501,7030,hoboken,New York
1,501,7031,north arlington,New York
1,501,7032,kearny,New York
1,501,7033,kenilworth,New York
1,501,7034,lake hiawatha,New York
1,501,7035,lincoln park,New York
1,501,7036,linden,New York
1,501,7039,livingston,New York
1,501,7040,maplewood,New York
1,501,7041,millburn,New York
1,501,7042,montclair,New York
1,501,7043,montclair,New York
1,501,7044,verona,New York
1,501,7045,montville,New York
1,501,7046,mountain lakes,New York
1,501,7047,north bergen,New York
1,501,7050,orange,New York
1,501,7052,west orange,New York
1,501,7054,parsippany,New York
1,501,7055,passaic,New York
1,501,7057,wallington,New York
1,501,7058,pine brook,New York
1,501,7059,warren,New York
1,501,7060,plainfield,New York
1,501,7062,plainfield,New York
1,501,7063,plainfield,New York
1,501,7064,port reading,New York
1,501,7065,rahway,New York
1,501,7066,clark,New York
1,501,7067,colonia,New York
1,501,7068,roseland,New York
1,501,7069,watchung,New York
1,501,7070,rutherford,New York
1,501,7071,lyndhurst,New York
1,501,7072,carlstadt,New York
1,501,7073,east rutherford,New York
1,501,7074,moonachie,New York
1,501,7075,wood ridge,New York
1,501,7076,scotch plains,New York
1,501,7077,sewaren,New York
1,501,7078,short hills,New York
1,501,7079,south orange,New York
1,501,7080,south plainfield,New York
1,501,7081,springfield,New York
1,501,7082,towaco,New York
1,501,7083,union,New York
1,501,7086,weehawken,New York
1,501,7087,union city,New York
1,501,7088,vauxhall,New York
1,501,7090,westfield,New York
1,501,7092,mountainside,New York
1,501,7093,west new york,New York
1,501,7094,secaucus,New York
1,501,7095,woodbridge,New York
1,501,7096,secaucus,New York
1,501,7097,jersey city,New York
1,501,7102,newark,New York
1,501,7103,newark,New York
1,501,7104,newark,New York
1,501,7105,newark,New York
1,501,7106,newark,New York
1,501,7107,newark,New York
1,501,7108,newark,New York
1,501,7109,belleville,New York
1,501,7110,nutley,New York
1,501,7111,irvington,New York
1,501,7112,newark,New York
1,501,7114,newark,New York
1,501,7175,newark,New York
1,501,7184,newark,New York
1,501,7189,newark,New York
1,501,7198,newark,New York
1,501,7201,elizabeth,New York
1,501,7202,elizabeth,New York
1,501,7203,roselle,New York
1,501,7204,roselle park,New York
1,501,7205,hillside,New York
1,501,7206,elizabeth,New York
1,501,7207,elizabeth,New York
1,501,7208,elizabeth,New York
1,501,7302,jersey city,New York
1,501,7303,jersey city,New York
1,501,7304,jersey city,New York
1,501,7305,jersey city,New York
1,501,7306,jersey city,New York
1,501,7307,jersey city,New York
1,501,7310,jersey city,New York
1,501,7311,jersey city,New York
1,501,7395,jersey city,New York
1,501,7399,jersey city,New York
1,501,7401,allendale,New York
1,501,7403,bloomingdale,New York
1,501,7405,butler,New York
1,501,7407,elmwood park,New York
1,501,7410,fair lawn,New York
1,501,7416,franklin,New York
1,501,7417,franklin lakes,New York
1,501,7418,glenwood,New York
1,501,7419,hamburg,New York
1,501,7420,haskell,New York
1,501,7421,hewitt,New York
1,501,7422,highland lakes,New York
1,501,7423,ho ho kus,New York
1,501,7424,little falls,New York
1,501,7430,mahwah,New York
1,501,7432,midland park,New York
1,501,7435,newfoundland,New York
1,501,7436,oakland,New York
1,501,7438,oak ridge,New York
1,501,7440,pequannock,New York
1,501,7442,pompton lakes,New York
1,501,7444,pompton plains,New York
1,501,7446,ramsey,New York
1,501,7450,ridgewood,New York
1,501,7451,ridgewood,New York
1,501,7452,glen rock,New York
1,501,7456,ringwood,New York
1,501,7457,riverdale,New York
1,501,7458,saddle river,New York
1,501,7460,stockholm,New York
1,501,7461,sussex,New York
1,501,7462,vernon,New York
1,501,7463,waldwick,New York
1,501,7465,wanaque,New York
1,501,7470,wayne,New York
1,501,7474,wayne,New York
1,501,7480,west milford,New York
1,501,7481,wyckoff,New York
1,501,7495,mahwah,New York
1,501,7501,paterson,New York
1,501,7502,paterson,New York
1,501,7503,paterson,New York
1,501,7504,paterson,New York
1,501,7505,paterson,New York
1,501,7506,hawthorne,New York
1,501,7507,hawthorne,New York
1,501,7508,haledon,New York
1,501,7509,paterson,New York
1,501,7511,totowa,New York
1,501,7512,totowa,New York
1,501,7513,paterson,New York
1,501,7514,paterson,New York
1,501,7522,paterson,New York
1,501,7524,paterson,New York
1,501,7544,paterson,New York
1,501,7601,hackensack,New York
1,501,7602,hackensack,New York
1,501,7603,bogota,New York
1,501,7604,hasbrouck heights,New York
1,501,7605,leonia,New York
1,501,7606,south hackensack,New York
1,501,7607,maywood,New York
1,501,7608,teterboro,New York
1,501,7621,bergenfield,New York
1,501,7624,closter,New York
1,501,7626,cresskill,New York
1,501,7627,demarest,New York
1,501,7628,dumont,New York
1,501,7630,emerson,New York
1,501,7631,englewood,New York
1,501,7632,englewood cliffs,New York
1,501,7640,harrington park,New York
1,501,7641,haworth,New York
1,501,7642,hillsdale,New York
1,501,7643,little ferry,New York
1,501,7644,lodi,New York
1,501,7645,montvale,New York
1,501,7646,new milford,New York
1,501,7647,northvale,New York
1,501,7648,norwood,New York
1,501,7649,oradell,New York
1,501,7650,palisades park,New York
1,501,7652,paramus,New York
1,501,7653,paramus,New York
1,501,7656,park ridge,New York
1,501,7657,ridgefield,New York
1,501,7660,ridgefield park,New York
1,501,7661,river edge,New York
1,501,7662,rochelle park,New York
1,501,7663,saddle brook,New York
1,501,7666,teaneck,New York
1,501,7670,tenafly,New York
1,501,7675,westwood,New York
1,501,7676,township of washington,New York
1,501,7677,woodcliff lake,New York
1,501,7701,red bank,New York
1,501,7702,shrewsbury,New York
1,501,7703,ft monmouth,New York
1,501,7704,fair haven,New York
1,501,7711,allenhurst,New York
1,501,7712,asbury park,New York
1,501,7715,belmar,New York
1,501,7716,atlantic highlands,New York
1,501,7718,belford,New York
1,501,7719,belmar,New York
1,501,7720,bradley beach,New York
1,501,7721,cliffwood,New York
1,501,7722,colts neck,New York
1,501,7724,eatontown,New York
1,501,7726,englishtown,New York
1,501,7727,farmingdale,New York
1,501,7728,freehold,New York
1,501,7730,hazlet,New York
1,501,7731,howell,New York
1,501,7732,highlands,New York
1,501,7733,holmdel,New York
1,501,7734,keansburg,New York
1,501,7735,keyport,New York
1,501,7737,leonardo,New York
1,501,7738,lincroft,New York
1,501,7739,little silver,New York
1,501,7740,long branch,New York
1,501,7746,marlboro,New York
1,501,7747,matawan,New York
1,501,7748,middletown,New York
1,501,7750,monmouth beach,New York
1,501,7751,morganville,New York
1,501,7753,neptune,New York
1,501,7755,oakhurst,New York
1,501,7756,ocean grove,New York
1,501,7757,oceanport,New York
1,501,7758,port monmouth,New York
1,501,7760,rumson,New York
1,501,7762,spring lake,New York
1,501,7764,west long branch,New York
1,501,7801,dover,New York
1,501,7803,mine hill,New York
1,501,7806,picatinny arsenal,New York
1,501,7821,andover,New York
1,501,7822,augusta,New York
1,501,7823,belvidere,New York
1,501,7825,blairstown,New York
1,501,7826,branchville,New York
1,501,7827,montague,New York
1,501,7828,budd lake,New York
1,501,7830,califon,New York
1,501,7832,columbia,New York
1,501,7834,denville,New York
1,501,7836,flanders,New York
1,501,7838,great meadows,New York
1,501,7839,greendell,New York
1,501,7840,hackettstown,New York
1,501,7843,hopatcong,New York
1,501,7844,hope,New York
1,501,7847,kenvil,New York
1,501,7848,lafayette,New York
1,501,7849,lake hopatcong,New York
1,501,7850,landing,New York
1,501,7852,ledgewood,New York
1,501,7853,long valley,New York
1,501,7856,mount arlington,New York
1,501,7857,netcong,New York
1,501,7860,newton,New York
1,501,7863,oxford,New York
1,501,7865,port murray,New York
1,501,7866,rockaway,New York
1,501,7869,randolph,New York
1,501,7871,sparta,New York
1,501,7874,stanhope,New York
1,501,7876,succasunna,New York
1,501,7878,mount tabor,New York
1,501,7882,washington,New York
1,501,7885,wharton,New York
1,501,7901,summit,New York
1,501,7920,basking ridge,New York
1,501,7921,bedminster,New York
1,501,7922,berkeley heights,New York
1,501,7924,bernardsville,New York
1,501,7927,cedar knolls,New York
1,501,7928,chatham,New York
1,501,7930,chester,New York
1,501,7931,far hills,New York
1,501,7932,florham park,New York
1,501,7933,gillette,New York
1,501,7934,gladstone,New York
1,501,7935,green village,New York
1,501,7936,east hanover,New York
1,501,7940,madison,New York
1,501,7945,mendham,New York
1,501,7946,millington,New York
1,501,7950,morris plains,New York
1,501,7960,morristown,New York
1,501,7962,morristown,New York
1,501,7963,morristown,New York
1,501,7974,new providence,New York
1,501,7976,new vernon,New York
1,501,7977,peapack,New York
1,501,7979,pottersville,New York
1,501,7980,stirling,New York
1,501,7981,whippany,New York
1,501,8005,barnegat,New York
1,501,8006,barnegat light,New York
1,501,8008,beach haven,New York
1,501,8050,manahawkin,New York
1,501,8087,tuckerton,New York
1,501,8092,west creek,New York
1,501,8501,allentown,New York
1,501,8502,belle mead,New York
1,501,8510,clarksburg,New York
1,501,8512,cranbury,New York
1,501,8514,cream ridge,New York
1,501,8527,jackson,New York
1,501,8528,kingston,New York
1,501,8530,lambertville,New York
1,501,8533,new egypt,New York
1,501,8535,millstone township,New York
1,501,8536,plainsboro,New York
1,501,8551,ringoes,New York
1,501,8553,rocky hill,New York
1,501,8555,roosevelt,New York
1,501,8558,skillman,New York
1,501,8559,stockton,New York
1,501,8701,lakewood,New York
1,501,8720,allenwood,New York
1,501,8721,bayville,New York
1,501,8722,beachwood,New York
1,501,8723,brick,New York
1,501,8724,brick,New York
1,501,8730,brielle,New York
1,501,8731,forked river,New York
1,501,8733,lakehurst,New York
1,501,8734,lanoka harbor,New York
1,501,8735,lavallette,New York
1,501,8736,manasquan,New York
1,501,8740,ocean gate,New York
1,501,8742,point pleasant beach,New York
1,501,8750,sea girt,New York
1,501,8751,seaside heights,New York
1,501,8752,seaside park,New York
1,501,8753,toms river,New York
1,501,8754,toms river,New York
1,501,8755,toms river,New York
1,501,8756,toms river,New York
1,501,8757,toms river,New York
1,501,8758,waretown,New York
1,501,8759,manchester township,New York
1,501,8801,annandale,New York
1,501,8802,asbury,New York
1,501,8805,bound brook,New York
1,501,8807,bridgewater,New York
1,501,8809,clinton,New York
1,501,8810,dayton,New York
1,501,8812,dunellen,New York
1,501,8816,east brunswick,New York
1,501,8817,edison,New York
1,501,8818,edison,New York
1,501,8820,edison,New York
1,501,8822,flemington,New York
1,501,8823,franklin park,New York
1,501,8824,kendall park,New York
1,501,8825,frenchtown,New York
1,501,8826,glen gardner,New York
1,501,8827,hampton,New York
1,501,8828,helmetta,New York
1,501,8829,high bridge,New York
1,501,8830,iselin,New York
1,501,8831,monroe township,New York
1,501,8832,keasbey,New York
1,501,8833,lebanon,New York
1,501,8835,manville,New York
1,501,8836,martinsville,New York
1,501,8837,edison,New York
1,501,8840,metuchen,New York
1,501,8844,hillsborough,New York
1,501,8846,middlesex,New York
1,501,8848,milford,New York
1,501,8850,milltown,New York
1,501,8852,monmouth junction,New York
1,501,8853,neshanic station,New York
1,501,8854,piscataway,New York
1,501,8855,piscataway,New York
1,501,8857,old bridge,New York
1,501,8858,oldwick,New York
1,501,8859,parlin,New York
1,501,8861,perth amboy,New York
1,501,8862,perth amboy,New York
1,501,8863,fords,New York
1,501,8865,phillipsburg,New York
1,501,8867,pittstown,New York
1,501,8869,raritan,New York
1,501,8871,sayreville,New York
1,501,8872,sayreville,New York
1,501,8873,somerset,New York
1,501,8875,somerset,New York
1,501,8876,somerville,New York
1,501,8879,south amboy,New York
1,501,8880,south bound brook,New York
1,501,8882,south river,New York
1,501,8884,spotswood,New York
1,501,8886,stewartsville,New York
1,501,8888,whitehouse,New York
1,501,8889,whitehouse station,New York
1,501,8899,edison,New York
1,501,8901,new brunswick,New York
1,501,8902,north brunswick,New York
1,501,8903,new brunswick,New York
1,501,8904,highland park,New York
1,501,8906,new brunswick,New York
1,501,10001,new york,New York
1,501,10002,new york,New York
1,501,10003,new york,New York
1,501,10004,new york,New York
1,501,10005,new york,New York
1,501,10006,new york,New York
1,501,10007,new york,New York
1,501,10008,new york,New York
1,501,10009,new york,New York
1,501,10010,new york,New York
1,501,10011,new york,New York
1,501,10012,new york,New York
1,501,10013,new york,New York
1,501,10014,new york,New York
1,501,10016,new york,New York
1,501,10017,new york,New York
1,501,10018,new york,New York
1,501,10019,new york,New York
1,501,10020,new york,New York
1,501,10021,new york,New York
1,501,10022,new york,New York
1,501,10023,new york,New York
1,501,10024,new york,New York
1,501,10025,new york,New York
1,501,10026,new york,New York
1,501,10027,new york,New York
1,501,10028,new york,New York
1,501,10029,new york,New York
1,501,10030,new york,New York
1,501,10031,new york,New York
1,501,10032,new york,New York
1,501,10033,new york,New York
1,501,10034,new york,New York
1,501,10035,new york,New York
1,501,10036,new york,New York
1,501,10037,new york,New York
1,501,10038,new york,New York
1,501,10039,new york,New York
1,501,10040,new york,New York
1,501,10041,new york,New York
1,501,10044,new york,New York
1,501,10045,new york,New York
1,501,10055,new york,New York
1,501,10065,new york,New York
1,501,10069,new york,New York
1,501,10075,new york,New York
1,501,10080,new york,New York
1,501,10103,new york,New York
1,501,10104,new york,New York
1,501,10105,new york,New York
1,501,10106,new york,New York
1,501,10107,new york,New York
1,501,10108,new york,New York
1,501,10110,new york,New York
1,501,10111,new york,New York
1,501,10112,new york,New York
1,501,10114,new york,New York
1,501,10115,new york,New York
1,501,10118,new york,New York
1,501,10119,new york,New York
1,501,10120,new york,New York
1,501,10121,new york,New York
1,501,10122,new york,New York
1,501,10123,new york,New York
1,501,10128,new york,New York
1,501,10132,new york,New York
1,501,10150,new york,New York
1,501,10151,new york,New York
1,501,10152,new york,New York
1,501,10153,new york,New York
1,501,10154,new york,New York
1,501,10155,new york,New York
1,501,10157,new york,New York
1,501,10158,new york,New York
1,501,10159,new york,New York
1,501,10161,new york,New York
1,501,10162,new york,New York
1,501,10163,new york,New York
1,501,10165,new york,New York
1,501,10166,new york,New York
1,501,10167,new york,New York
1,501,10168,new york,New York
1,501,10169,new york,New York
1,501,10170,new york,New York
1,501,10171,new york,New York
1,501,10172,new york,New York
1,501,10173,new york,New York
1,501,10174,new york,New York
1,501,10175,new york,New York
1,501,10176,new york,New York
1,501,10177,new york,New York
1,501,10178,new york,New York
1,501,10185,new york,New York
1,501,10199,new york,New York
1,501,10258,new york,New York
1,501,10259,new york,New York
1,501,10271,new york,New York
1,501,10272,new york,New York
1,501,10276,new york,New York
1,501,10277,new york,New York
1,501,10279,new york,New York
1,501,10280,new york,New York
1,501,10281,new york,New York
1,501,10282,new york,New York
1,501,10285,new york,New York
1,501,10286,new york,New York
1,501,10301,staten island,New York
1,501,10302,staten island,New York
1,501,10303,staten island,New York
1,501,10304,staten island,New York
1,501,10305,staten island,New York
1,501,10306,staten island,New York
1,501,10307,staten island,New York
1,501,10308,staten island,New York
1,501,10309,staten island,New York
1,501,10310,staten island,New York
1,501,10311,staten island,New York
1,501,10312,staten island,New York
1,501,10314,staten island,New York
1,501,10451,bronx,New York
1,501,10452,bronx,New York
1,501,10453,bronx,New York
1,501,10454,bronx,New York
1,501,10455,bronx,New York
1,501,10456,bronx,New York
1,501,10457,bronx,New York
1,501,10458,bronx,New York
1,501,10459,bronx,New York
1,501,10460,bronx,New York
1,501,10461,bronx,New York
1,501,10462,bronx,New York
1,501,10463,bronx,New York
1,501,10464,bronx,New York
1,501,10465,bronx,New York
1,501,10466,bronx,New York
1,501,10467,bronx,New York
1,501,10468,bronx,New York
1,501,10469,bronx,New York
1,501,10470,bronx,New York
1,501,10471,bronx,New York
1,501,10472,bronx,New York
1,501,10473,bronx,New York
1,501,10474,bronx,New York
1,501,10475,bronx,New York
1,501,10501,amawalk,New York
1,501,10502,ardsley,New York
1,501,10504,armonk,New York
1,501,10505,baldwin place,New York
1,501,10506,bedford,New York
1,501,10507,bedford hills,New York
1,501,10509,brewster,New York
1,501,10510,briarcliff manor,New York
1,501,10511,buchanan,New York
1,501,10512,carmel,New York
1,501,10514,chappaqua,New York
1,501,10516,cold spring,New York
1,501,10517,crompond,New York
1,501,10518,cross river,New York
1,501,10520,croton on hudson,New York
1,501,10522,dobbs ferry,New York
1,501,10523,elmsford,New York
1,501,10524,garrison,New York
1,501,10526,goldens bridge,New York
1,501,10527,granite springs,New York
1,501,10528,harrison,New York
1,501,10530,hartsdale,New York
1,501,10532,hawthorne,New York
1,501,10533,irvington,New York
1,501,10535,jefferson valley,New York
1,501,10536,katonah,New York
1,501,10537,lake peekskill,New York
1,501,10538,larchmont,New York
1,501,10541,mahopac,New York
1,501,10543,mamaroneck,New York
1,501,10545,maryknoll,New York
1,501,10546,millwood,New York
1,501,10547,mohegan lake,New York
1,501,10548,montrose,New York
1,501,10549,mount kisco,New York
1,501,10550,mount vernon,New York
1,501,10552,mount vernon,New York
1,501,10553,mount vernon,New York
1,501,10560,north salem,New York
1,501,10562,ossining,New York
1,501,10566,peekskill,New York
1,501,10567,cortlandt manor,New York
1,501,10570,pleasantville,New York
1,501,10573,port chester,New York
1,501,10576,pound ridge,New York
1,501,10577,purchase,New York
1,501,10578,purdys,New York
1,501,10579,putnam valley,New York
1,501,10580,rye,New York
1,501,10583,scarsdale,New York
1,501,10589,somers,New York
1,501,10590,south salem,New York
1,501,10591,tarrytown,New York
1,501,10594,thornwood,New York
1,501,10595,valhalla,New York
1,501,10596,verplanck,New York
1,501,10597,waccabuc,New York
1,501,10598,yorktown heights,New York
1,501,10601,white plains,New York
1,501,10602,white plains,New York
1,501,10603,white plains,New York
1,501,10604,west harrison,New York
1,501,10605,white plains,New York
1,501,10606,white plains,New York
1,501,10607,white plains,New York
1,501,10610,white plains,New York
1,501,10701,yonkers,New York
1,501,10702,yonkers,New York
1,501,10703,yonkers,New York
1,501,10704,yonkers,New York
1,501,10705,yonkers,New York
1,501,10706,hastings on hudson,New York
1,501,10707,tuckahoe,New York
1,501,10708,bronxville,New York
1,501,10709,eastchester,New York
1,501,10710,yonkers,New York
1,501,10801,new rochelle,New York
1,501,10802,new rochelle,New York
1,501,10803,pelham,New York
1,501,10804,new rochelle,New York
1,501,10805,new rochelle,New York
1,501,10901,suffern,New York
1,501,10913,blauvelt,New York
1,501,10916,campbell hall,New York
1,501,10917,central valley,New York
1,501,10918,chester,New York
1,501,10920,congers,New York
1,501,10921,florida,New York
1,501,10922,ft montgomery,New York
1,501,10923,garnerville,New York
1,501,10924,goshen,New York
1,501,10925,greenwood lake,New York
1,501,10926,harriman,New York
1,501,10927,haverstraw,New York
1,501,10928,highland falls,New York
1,501,10930,highland mills,New York
1,501,10931,hillburn,New York
1,501,10933,johnson,New York
1,501,10940,middletown,New York
1,501,10941,middletown,New York
1,501,10950,monroe,New York
1,501,10952,monsey,New York
1,501,10953,mountainville,New York
1,501,10954,nanuet,New York
1,501,10956,new city,New York
1,501,10958,new hampton,New York
1,501,10960,nyack,New York
1,501,10962,orangeburg,New York
1,501,10963,otisville,New York
1,501,10964,palisades,New York
1,501,10965,pearl river,New York
1,501,10968,piermont,New York
1,501,10969,pine island,New York
1,501,10970,pomona,New York
1,501,10973,slate hill,New York
1,501,10974,sloatsburg,New York
1,501,10975,southfields,New York
1,501,10976,sparkill,New York
1,501,10977,spring valley,New York
1,501,10979,sterling forest,New York
1,501,10980,stony point,New York
1,501,10982,tallman,New York
1,501,10983,tappan,New York
1,501,10984,thiells,New York
1,501,10986,tomkins cove,New York
1,501,10987,tuxedo park,New York
1,501,10989,valley cottage,New York
1,501,10990,warwick,New York
1,501,10992,washingtonville,New York
1,501,10993,west haverstraw,New York
1,501,10994,west nyack,New York
1,501,10996,west point,New York
1,501,10997,west point,New York
1,501,10998,westtown,New York
1,501,11001,floral park,New York
1,501,11002,floral park,New York
1,501,11003,elmont,New York
1,501,11004,glen oaks,New York
1,501,11005,floral park,New York
1,501,11010,franklin square,New York
1,501,11020,great neck,New York
1,501,11021,great neck,New York
1,501,11023,great neck,New York
1,501,11024,great neck,New York
1,501,11027,great neck,New York
1,501,11030,manhasset,New York
1,501,11040,new hyde park,New York
1,501,11042,new hyde park,New York
1,501,11050,port washington,New York
1,501,11096,inwood,New York
1,501,11101,long island city,New York
1,501,11102,astoria,New York
1,501,11103,astoria,New York
1,501,11104,sunnyside,New York
1,501,11105,astoria,New York
1,501,11106,astoria,New York
1,501,11109,long island city,New York
1,501,11120,long island city,New York
1,501,11201,brooklyn,New York
1,501,11202,brooklyn,New York
1,501,11203,brooklyn,New York
1,501,11204,brooklyn,New York
1,501,11205,brooklyn,New York
1,501,11206,brooklyn,New York
1,501,11207,brooklyn,New York
1,501,11208,brooklyn,New York
1,501,11209,brooklyn,New York
1,501,11210,brooklyn,New York
1,501,11211,brooklyn,New York
1,501,11212,brooklyn,New York
1,501,11213,brooklyn,New York
1,501,11214,brooklyn,New York
1,501,11215,brooklyn,New York
1,501,11216,brooklyn,New York
1,501,11217,brooklyn,New York
1,501,11218,brooklyn,New York
1,501,11219,brooklyn,New York
1,501,11220,brooklyn,New York
1,501,11221,brooklyn,New York
1,501,11222,brooklyn,New York
1,501,11223,brooklyn,New York
1,501,11224,brooklyn,New York
1,501,11225,brooklyn,New York
1,501,11226,brooklyn,New York
1,501,11228,brooklyn,New York
1,501,11229,brooklyn,New York
1,501,11230,brooklyn,New York
1,501,11231,brooklyn,New York
1,501,11232,brooklyn,New York
1,501,11233,brooklyn,New York
1,501,11234,brooklyn,New York
1,501,11235,brooklyn,New York
1,501,11236,brooklyn,New York
1,501,11237,brooklyn,New York
1,501,11238,brooklyn,New York
1,501,11239,brooklyn,New York
1,501,11249,brooklyn,New York
1,501,11351,flushing,New York
1,501,11354,flushing,New York
1,501,11355,flushing,New York
1,501,11356,college point,New York
1,501,11357,whitestone,New York
1,501,11358,flushing,New York
1,501,11360,bayside,New York
1,501,11361,bayside,New York
1,501,11362,little neck,New York
1,501,11363,little neck,New York
1,501,11364,oakland gardens,New York
1,501,11365,fresh meadows,New York
1,501,11366,fresh meadows,New York
1,501,11367,flushing,New York
1,501,11368,corona,New York
1,501,11369,east elmhurst,New York
1,501,11370,east elmhurst,New York
1,501,11371,flushing,New York
1,501,11372,jackson heights,New York
1,501,11373,elmhurst,New York
1,501,11374,rego park,New York
1,501,11375,forest hills,New York
1,501,11377,woodside,New York
1,501,11378,maspeth,New York
1,501,11379,middle village,New York
1,501,11380,elmhurst,New York
1,501,11381,flushing,New York
1,501,11385,ridgewood,New York
1,501,11411,cambria heights,New York
1,501,11412,st albans,New York
1,501,11413,springfield gardens,New York
1,501,11414,howard beach,New York
1,501,11415,kew gardens,New York
1,501,11416,ozone park,New York
1,501,11417,ozone park,New York
1,501,11418,richmond hill,New York
1,501,11419,south richmond hill,New York
1,501,11420,south ozone park,New York
1,501,11421,woodhaven,New York
1,501,11422,rosedale,New York
1,501,11423,hollis,New York
1,501,11424,jamaica,New York
1,501,11425,jamaica,New York
1,501,11426,bellerose,New York
1,501,11427,queens village,New York
1,501,11428,queens village,New York
1,501,11429,queens village,New York
1,501,11430,jamaica,New York
1,501,11432,jamaica,New York
1,501,11433,jamaica,New York
1,501,11434,jamaica,New York
1,501,11435,jamaica,New York
1,501,11436,jamaica,New York
1,501,11439,jamaica,New York
1,501,11451,jamaica,New York
1,501,11501,mineola,New York
1,501,11507,albertson,New York
1,501,11509,atlantic beach,New York
1,501,11510,baldwin,New York
1,501,11514,carle place,New York
1,501,11516,cedarhurst,New York
1,501,11518,east rockaway,New York
1,501,11520,freeport,New York
1,501,11530,garden city,New York
1,501,11531,garden city,New York
1,501,11542,glen cove,New York
1,501,11545,glen head,New York
1,501,11547,glenwood landing,New York
1,501,11548,greenvale,New York
1,501,11550,hempstead,New York
1,501,11551,hempstead,New York
1,501,11552,west hempstead,New York
1,501,11553,uniondale,New York
1,501,11554,east meadow,New York
1,501,11555,uniondale,New York
1,501,11556,uniondale,New York
1,501,11557,hewlett,New York
1,501,11558,island park,New York
1,501,11559,lawrence,New York
1,501,11560,locust valley,New York
1,501,11561,long beach,New York
1,501,11563,lynbrook,New York
1,501,11565,malverne,New York
1,501,11566,merrick,New York
1,501,11568,old westbury,New York
1,501,11569,point lookout,New York
1,501,11570,rockville centre,New York
1,501,11571,rockville centre,New York
1,501,11572,oceanside,New York
1,501,11575,roosevelt,New York
1,501,11576,roslyn,New York
1,501,11577,roslyn heights,New York
1,501,11579,sea cliff,New York
1,501,11580,valley stream,New York
1,501,11581,valley stream,New York
1,501,11582,valley stream,New York
1,501,11590,westbury,New York
1,501,11596,williston park,New York
1,501,11598,woodmere,New York
1,501,11690,far rockaway,New York
1,501,11691,far rockaway,New York
1,501,11692,arverne,New York
1,501,11693,far rockaway,New York
1,501,11694,rockaway park,New York
1,501,11701,amityville,New York
1,501,11702,babylon,New York
1,501,11703,north babylon,New York
1,501,11704,west babylon,New York
1,501,11705,bayport,New York
1,501,11706,bay shore,New York
1,501,11707,west babylon,New York
1,501,11709,bayville,New York
1,501,11710,bellmore,New York
1,501,11713,bellport,New York
1,501,11714,bethpage,New York
1,501,11715,blue point,New York
1,501,11716,bohemia,New York
1,501,11717,brentwood,New York
1,501,11718,brightwaters,New York
1,501,11719,brookhaven,New York
1,501,11720,centereach,New York
1,501,11721,centerport,New York
1,501,11722,central islip,New York
1,501,11724,cold spring harbor,New York
